,V_CODE2011,water,nightlights,totalArea,urban,20urban
,244477,2086652.113,0,1.15E+07,0,0
,244478,901413.5865,0,9100738.711,0,0
,244456,276687.6823,0,1.08E+07,0,0
,244461,0,0,5465335.237,0,0
,244514,268757.8473,0,4205163.072,0,0
,244512,101.7289139,0,3726548.264,0,0
,244485,390.8743334,0,5125862.826,0,0
,244475,533027.4609,0,3407048.224,0,0
,244491,0,0,2621893.038,0,0
,244225,2218699.359,0,1.85E+07,0,0
,244240,1980523.162,0,6583671.381,0,0
,244271,512868.4226,0,3155910.132,0,0
,244371,101743.7514,0,5116779.171,0,0
,244635,1620.414185,0,3270106.298,0,0
,244336,45499.4222,0,3553794.119,0,0
,244326,142800.2368,0,3104408.385,0,0
,244318,25085.67016,0,4531977.118,0,0
,244234,35858.87128,0,6637329.895,0,0
,244232,22864.76977,0,3073813.641,0,0
,244303,0,0,3734873.938,0,0
,244302,835.0281142,0,2958387.337,0,0
,244212,3239.230347,0,3122734.556,0,0
,244211,0,0,2873268.041,0,0
,244698,0,0,5221908.921,0,0
,244717,3241.119019,0,3027098.113,0,0
,244699,0,0,2915568.107,0,0
,244729,89481.42113,0,5828479.927,0,0
,244802,19449.15991,0,7544732.196,0,0
,244713,4859.890259,0,4667976.642,0,0
,244751,4860.265991,0,3944752.336,0,0
,244189,44214.26682,0,5122754.155,0,0
,244750,0,0,2595751.869,0,0
,244198,98756.31629,0,3191023.474,0,0
,244220,818660.511,0,3125326.698,0,0
,244852,810.6364746,0,2966049.396,0,0
,244808,9267.071711,0,4480591.411,0,0
,244123,6082.839911,0,2340196.581,0,0
,244127,42489.4176,0,4325205.239,0,0
,244142,130152.0519,0,2049356.058,0,0
,244152,1619.544495,0,3392521.115,0,0
,244759,3240.105591,0,4808381.551,0,0
,244792,8102.247131,0,3482373.096,0,0
,244779,2430.904907,0,6602951.583,0,0
,244846,44035.46342,0,4735830.052,0,0
,244890,0,0,2953397.728,0,0
,244953,0,0,2562412.951,0,0
,244984,811.9130249,0,3467130.703,0,0
,245046,273810.9502,0,6458295.248,0,0
,245062,121968.4672,0,7154574.18,0,0
,245066,72249.57025,0,5678880.66,0,0
,245052,18056.66363,0,5636598.27,0,0
,244972,12174.96582,0,2382979.398,0,0
,244968,4058.094788,0,4949817.847,0,0
,244965,40572.17926,0,2496664.944,0,0
,244919,16542.58565,0,4263157.431,0,0
,244915,319630.609,0,7188309.093,0,0
,244911,11356.71393,0,3640220.017,0,0
,244908,0,0,3083607.105,0,0
,244848,11351.08191,0,5750525.343,0,0
,244747,20274.90466,0,5154839.32,0,0
,244914,0,0,2093657.618,0,0
,245003,4867.014404,0,3593345.075,0,0
,244913,2433.176819,0,3376946.902,0,0
,244916,128192.3947,0,5156247.944,0,0
,244987,103863.8264,0,4647341.728,0,0
,245005,185777.3964,0,7183847.544,0,0
,245002,459959.9614,0,7793922.608,0,0
,244994,72990.25238,0,6035740.002,0,0
,244995,60007.22986,0,5174584.341,0,0
,244663,1443.483829,0,3913558.464,0,0
,245011,0,0,4844365.643,0,0
,244605,42735.77315,0,5130662.462,0,0
,244612,106349.3822,0,9212295.217,0,0
,245162,30337.59573,0,1.05E+07,0,0
,245173,2435.566223,0,1823806.668,0,0
,245172,8117.83667,0,3823093.193,0,0
,245169,0,0,784985.4043,0,0
,245170,0,0,1237186.422,0,0
,245163,1762.887113,0,1536801.222,0,0
,244532,0,0,1109141.953,0,0
,244522,1621.612,0,3124840.173,0,0
,244520,3812.392175,0,4897120.752,0,0
,244551,0,0,1866671.553,0,0
,244536,0,0,4451291.404,0,0
,244537,0,0,1168705.801,0,0
,244542,8111.422546,0,2242624.081,0,0
,244538,0,0,916595.7531,0,0
,244541,0,0,1542183.083,0,0
,244546,0,0,1858391.257,0,0
,244595,0,0,2164675.324,0,0
,244611,0,0,1404180.446,0,0
,244609,0,0,1173373.354,0,0
,244608,3495.875444,0,3079744.281,0,0
,244600,810.9578247,0,2426031.592,0,0
,244598,30009.1532,0,2239864.185,0,0
,244553,0,0,1157661.488,0,0
,244507,0,0,862444.6799,0,0
,244505,27561.00507,0,2460732.976,0,0
,244422,3242.108093,0,1416986.477,0,0
,244431,54433.75727,0,2838584.798,0,0
,244510,12159.67352,0,1881980.817,0,0
,244521,4053.858765,0,1990869.568,0,0
,244433,403.5736639,0,764780.5622,0,0
,244457,31974.02311,0,2595453.288,0,0
,244437,0,0,1482886.302,0,0
,244432,0,0,1113958.642,0,0
,244379,4051.45636,0,1800252.787,0,0
,244426,0,0,1907619.795,0,0
,244420,0,0,3865918.877,0,0
,244377,12152.51971,0,1700884.624,0,0
,244375,57236.03646,0,1200226.909,0,0
,244289,4323.464955,0,2138652.53,0,0
,244286,8368.705298,0,659833.7133,0,0
,244284,6008.77296,0,2430514.741,0,0
,244288,44546.00458,0,1954841.755,0,0
,244283,809.946106,0,1027271.053,0,0
,244272,181589.5998,0,3126810.44,0,0
,244285,517.6185571,0,713210.2638,0,0
,244441,136635.9207,0,999155.3136,0,0
,244442,958896.0735,0,1412418.786,0,0
,244450,0,0,548272.1098,0,0
,244446,170631.2568,0,2753532.313,0,0
,244464,244553.9202,0,1471391.4,0,0
,244445,343756.4611,0,1735783.946,0,0
,244444,585614.7181,0,1284310.787,0,0
,244447,10789.97236,0,1757263.288,0,0
,244476,157760.2298,0,3181668.128,0,0
,244455,3418.519722,0,2221588.328,0,0
,244454,56736.17688,0,963493.5113,0,0
,244458,0,0,864699.5524,0,0
,244465,37275.30658,0,900117.4261,0,0
,244518,0,0,1920902.222,0,0
,244460,810.2669678,0,1545306.882,0,0
,244482,0,0,1326449.786,0,0
,244517,7293.997803,0,905093.231,0,0
,244523,810.6628418,0,1649204.84,0,0
,244486,0,0,1286270.141,0,0
,244469,63803.77326,0,1482983.941,0,0
,244471,374907.7935,0,1607467.837,0,0
,244468,310853.4261,0,912780.89,0,0
,244496,615935.5275,0,1338988.963,0,0
,244495,721781.3373,0,1654403.449,0,0
,244466,3028533.535,0,3795442.49,0,0
,244241,23848.24353,0,1470529.21,0,0
,244216,18388.324,0,3298884.693,0,0
,244268,48636.00171,0,1859568.241,0,0
,244366,810.0114136,0,1677093.065,0,0
,244369,152887.6655,0,3623545.801,0,0
,244368,0,0,469220.7158,0,0
,244259,1492.909159,0,995730.7791,0,0
,244260,0,0,1048787.727,0,0
,244275,41857.65032,0,1782953.696,0,0
,244262,23082.20068,0,2762452.167,0,0
,244274,67662.38119,0,1115889.264,0,0
,244281,0,0,1878204.25,0,0
,244374,0,0,1621666.932,0,0
,244381,12040.37073,0,1123782.099,0,0
,244390,0,0,2149365.63,0,0
,244370,0,0,1070168.44,0,0
,244638,0,0,604625.357,0,0
,244668,11350.11951,0,3728944.723,0,0
,244343,16411.87569,0,1939751.258,0,0
,244342,557831.4783,0,1233620.842,0,0
,244316,3084584.902,0,3780827.062,0,0
,244323,8937.591017,0,1703870.054,0,0
,244337,1034514.24,0,1339287.808,0,0
,244322,1278274.993,0,1572241.91,0,0
,244339,76.24549632,0,2086340.123,0,0
,244338,829183.3388,0,2403064.894,0,0
,244331,555.7981603,0,700037.5457,0,0
,244238,0,0,1471691.477,0,0
,244235,68579.66806,0,1692777.295,0,0
,244236,0,0,1984569.517,0,0
,244319,0,0,730151.1431,0,0
,244310,809.7307129,0,648268.5925,0,0
,244233,9597.408729,0,1317147.886,0,0
,244304,1593.84243,0,645322.5243,0,0
,244305,257567.6296,0,2394468.732,0,0
,244307,1921.27073,0,1034213.632,0,0
,244306,1263.785313,0,1722756.434,0,0
,244296,0,0,605544.5437,0,0
,244208,809.6511841,0,1974534.466,0,0
,244193,10525.42651,0,3961119.731,0,0
,244209,809.6777344,0,776884.5437,0,0
,244210,0,0,1277562.616,0,0
,244300,0,0,865743.2128,0,0
,244298,0,0,1745948.646,0,0
,244299,0,0,1924335.542,0,0
,244364,1620.248535,0,1340991.984,0,0
,244313,0,0,1440688.576,0,0
,244308,504.9294671,0,2642012.07,0,0
,244352,0,0,1279152.64,0,0
,244349,88433.51699,0,1320217.78,0,0
,244665,0,0,1036587.454,0,0
,244667,0,0,1312545.697,0,0
,244675,52069.2915,0,1988299.953,0,0
,244664,4864.126343,0,1593342.024,0,0
,244660,0,0,4018382.978,0,0
,244661,8107.051636,0,671947.3513,0,0
,244736,0,0,736381.2888,0,0
,244662,38916.33246,0,2645397.009,0,0
,244706,1204.367271,0,3177544.716,0,0
,244716,23495.86804,0,972056.9283,0,0
,244708,9329.469582,0,2621088.795,0,0
,244710,21876.96008,0,2983675.423,0,0
,244806,0,0,1345110.814,0,0
,244805,0,0,3850534.251,0,0
,244783,46195.38086,0,3384328.817,0,0
,244700,2431.23761,0,1694354.146,0,0
,244704,7293.265625,0,1656825.506,0,0
,244741,0,0,832833.0068,0,0
,244740,0,0,1225244.126,0,0
,244757,0,0,1089906.483,0,0
,244785,0,0,2869410.99,0,0
,244786,50.85938266,0,1997402.201,0,0
,244739,0,0,743060.5179,0,0
,244728,1316.176005,0,2594783.203,0,0
,244847,0,0,1643176.7,0,0
,244727,0,0,1262633.647,0,0
,244787,16160.58495,0,2932908.574,0,0
,244801,0,0,3052751.869,0,0
,244800,0,0,687194.3289,0,0
,244702,0,0,4006883.261,0,0
,244711,6481.092773,0,3410519.799,0,0
,244712,0,0,974108.4145,0,0
,244183,0,0,767531.1997,0,0
,244184,2366.355912,0,3156590.159,0,0
,244186,0,0,1581128.163,0,0
,244179,0,0,1408007.79,0,0
,244188,0,0,2243360.887,0,0
,244185,1619.641602,0,1529618.244,0,0
,244192,0,0,1478428.948,0,0
,244166,4121.064652,0,1139410.36,0,0
,244178,0,0,3204133.874,0,0
,244175,0,0,601994.5184,0,0
,244174,103781.3916,0,2285621.81,0,0
,244159,11190.61456,0,2289348.651,0,0
,244153,809.7148438,0,3673730.149,0,0
,244158,3238.760254,0,2199692.17,0,0
,244167,55540.95652,0,1266964.669,0,0
,244191,0,0,1156529.739,0,0
,244194,227766.1071,0,2807805.711,0,0
,244196,520908.211,0,1099545.308,0,0
,244197,436201.434,0,1277191.153,0,0
,244206,0,0,2140120.325,0,0
,244205,141296.3406,0,1494976.823,0,0
,244201,263916.9662,0,1225453.691,0,0
,244295,10203.36913,0,1123986.568,0,0
,244227,0,0,1168939.166,0,0
,244226,1168315.79,0,1347364.909,0,0
,244222,436900.6432,0,3352758.241,0,0
,244200,415917.296,0,731976.2191,0,0
,244219,497402.5658,0,663153.4755,0,0
,244148,267005.0791,0,1953400.566,0,0
,244147,1619.09729,0,786299.373,0,0
,244122,0,0,984475.9623,0,0
,244865,0,0,1383599.138,0,0
,244859,0,0,2576568.417,0,0
,244853,0,0,862401.8389,0,0
,244854,0,0,387968.4987,0,0
,244121,0,0,1277405.305,0,0
,244775,0,0,1194816.939,0,0
,244774,0,0,1172846.161,0,0
,244763,0,0,3706326.464,0,0
,244768,809.8967285,0,3878392.297,0,0
,244772,0,0,598820.4665,0,0
,244160,0,0,787902.9064,0,0
,244137,4048.733154,0,2228651.017,0,0
,244132,9718.048889,0,586639.7049,0,0
,244135,809.8526001,0,2422529.317,0,0
,244133,25912.7981,0,1181195.384,0,0
,244136,4049.199341,0,1782706.357,0,0
,244146,2428.730896,0,1600535.283,0,0
,244140,11348.74224,0,1146154.688,0,0
,244143,13951.18245,0,1210391.795,0,0
,244141,0,0,2479805.202,0,0
,244755,809.7872314,0,3193605.426,0,0
,244767,2252.028915,0,1062200.473,0,0
,244758,76129.09973,0,3086324.958,0,0
,244760,810.1207275,0,1568090.791,0,0
,244790,0,0,5474135.506,0,0
,244850,11345.65332,0,2036559.643,0,0
,244777,0,0,2986656.319,0,0
,244780,0,0,818702.8957,0,0
,244810,0,0,2184325.877,0,0
,244807,18940.40569,0,1372413.457,0,0
,244809,12661.47335,0,1444784.938,0,0
,244815,0,0,1262699.295,0,0
,244816,0,0,805827.8098,0,0
,244931,0,0,1245464.068,0,0
,244926,0,0,1071913.654,0,0
,244927,811.1138916,0,1329428.984,0,0
,244924,0,0,2026481.555,0,0
,244932,0,0,1145557.753,0,0
,244922,17039.39819,0,2916997.849,0,0
,244964,18664.97791,0,2274389.159,0,0
,244980,75529.12757,0,2352625.121,0,0
,244985,0,0,2902934.251,0,0
,244983,4059.223022,0,2029258.218,0,0
,244979,5682.567261,0,928857.2422,0,0
,244977,7889.454774,0,4571283.865,0,0
,244867,0,0,2761746.886,0,0
,244873,0,0,2164992.959,0,0
,244869,0,0,760838.7193,0,0
,245063,50346.52368,0,3191218.259,0,0
,245069,18410.95472,0,1503288.999,0,0
,245067,9742.689026,0,3240954.346,0,0
,245064,5683.647461,0,3011326.362,0,0
,245059,27600.07483,0,1943535.555,0,0
,245056,103734.4053,0,1649350.484,0,0
,245054,69810.90802,0,1502211.157,0,0
,245022,14869.74622,0,830151.2627,0,0
,245019,811.628418,0,1678201.839,0,0
,245008,0,0,972730.6681,0,0
,245018,10891.17288,0,1730328.926,0,0
,245021,0,0,1020586.001,0,0
,244967,6491.920654,0,1331359.471,0,0
,245053,0,0,1686700.18,0,0
,244969,3246.906616,0,2724464.821,0,0
,244963,42199.97296,0,2967377.558,0,0
,244920,0,0,841673.7169,0,0
,244921,0,0,1019658.983,0,0
,244909,0,0,1517452.005,0,0
,244895,0,0,1101523.263,0,0
,244894,0,0,3004219.628,0,0
,244749,0,0,1118012.503,0,0
,244742,0,0,1407857.811,0,0
,244907,0,0,2476783.331,0,0
,244912,811.1436768,0,969154.4058,0,0
,244748,13787.42462,0,357893.9569,0,0
,244743,5676.848389,0,3902278.39,0,0
,244744,3243.257385,0,1446263.806,0,0
,244988,1036.836804,0,3231162.81,0,0
,245004,811.1594238,0,1295585.247,0,0
,245006,0,0,617416.4231,0,0
,245007,1622.737366,0,3194722.908,0,0
,245010,0,0,1166419.491,0,0
,244998,8111.475098,0,2667880.509,0,0
,245001,117886.8886,0,1932945.709,0,0
,244990,34306.97369,0,3225001.169,0,0
,244991,311738.6324,0,2092461.465,0,0
,244669,0,0,680117.5023,0,0
,244602,810.9946289,0,908004.6829,0,0
,244603,38.16139993,0,887447.6549,0,0
,244604,8909.10557,0,2994069.809,0,0
,244607,0,0,1828511.224,0,0
,244613,0,0,2105087.597,0,0
,245122,0,0,1676778.882,0,0
,245164,19586.16439,0,2543834.83,0,0
,245121,0,0,797766.1437,0,0
,244614,0,0,983378.6772,0,0
,245171,18670.26056,0,2013820.484,0,0
,245168,0,0,549582.2711,0,0
,244540,0,0,596274.1252,0,0
,244531,0,0,983250.6885,0,0
,244533,0,0,883379.7263,0,0
,244554,1440.493008,0,489826.9062,0,0
,244555,127.2041111,0,539201.9847,0,0
,244550,0,0,553637.852,0,0
,244543,0,0,298401.0786,0,0
,244544,0,0,568931.8017,0,0
,244596,0,0,621066.4898,0,0
,244599,302.1313429,0,478248.6751,0,0
,244558,12163.28955,0,2018508.197,0,0
,244559,1621.783997,0,1253945.585,0,0
,244424,0,0,729877.5007,0,0
,244423,0,0,601733.1038,0,0
,244421,0,0,377011.9672,0,0
,244509,0,0,276260.4202,0,0
,244434,0,0,185550.324,0,0
,244436,0,0,280668.4833,0,0
,244428,0,0,735004.4645,0,0
,244425,972.5379639,0,358590.0286,0,0
,244427,0,0,537488.9639,0,0
,244376,0,0,352185.9531,0,0
,244290,0,0,1098514.763,0,0
,244287,14235.20938,0,629328.9523,0,0
,244293,12310.30629,0,1394227.843,0,0
,244282,0,0,760371.6075,0,0
,244440,33231.93628,0,1136425.593,0,0
,244439,4742.902059,0,831482.8055,0,0
,244452,66554.8142,0,759114.2308,0,0
,244453,25808.51118,0,561837.9452,0,0
,244449,143962.0713,0,653035.1673,0,0
,244448,1620.049316,0,494789.3732,0,0
,244443,121843.5562,0,1094581.034,0,0
,244484,4385.435966,0,521770.3952,0,0
,244483,0,0,346589.8088,0,0
,244459,0,0,719033.474,0,0
,244480,0,0,547359.877,0,0
,244481,0,0,523890.6935,0,0
,244479,0,0,397498.3246,0,0
,244513,0,0,532291.1965,0,0
,244474,19860.41913,0,625673.402,0,0
,244472,10395.61269,0,993890.2313,0,0
,244467,291271.9133,0,708615.815,0,0
,244494,269773.3658,0,303431.4799,0,0
,244492,0,0,802320.8018,0,0
,244498,245136.8797,0,262348.2412,0,0
,244239,394547.9957,0,840201.5779,0,0
,244270,24394.51523,0,1044510.719,0,0
,244365,0,0,709242.2542,0,0
,244367,0,0,151088.6473,0,0
,244261,0,0,468415.2967,0,0
,244276,23475.03225,0,290399.9043,0,0
,244280,0,0,357015.7598,0,0
,244279,0,0,808563.1553,0,0
,244277,128488.4053,0,764100.8067,0,0
,244278,0,0,260116.5011,0,0
,244391,8307.901915,0,435570.6366,0,0
,244642,0,0,561314.4744,0,0
,244639,0,0,820612.6589,0,0
,244317,66137.65722,0,922557.5281,0,0
,244321,68007.5849,0,805179.5143,0,0
,244320,0,0,642685.418,0,0
,244325,120966.3495,0,482027.2158,0,0
,244324,223510.7795,0,231412.6319,0,0
,244341,1000825.804,0,1002908.888,0,0
,244334,0,0,684573.0314,0,0
,244327,0,0,1123103.074,0,0
,244328,0,0,458689.5598,0,0
,244237,0,0,392418.1462,0,0
,244230,5486.073231,0,513742.1762,0,0
,244231,288.9204695,0,754997.536,0,0
,244309,0,0,467200.0561,0,0
,244301,0,0,468478.354,0,0
,244207,0,0,327556.6441,0,0
,244353,0,0,645527.8483,0,0
,244314,0,0,407133.1606,0,0
,244715,1620.421265,0,697774.2248,0,0
,244714,0,0,1191861.662,0,0
,244709,0,0,599902.5717,0,0
,244707,0,0,481376.8863,0,0
,244703,0,0,794754.0441,0,0
,244731,0,0,895209.7773,0,0
,244732,0,0,712891.9918,0,0
,244730,0,0,594726.9757,0,0
,244782,0,0,624599.6508,0,0
,244836,0,0,606576.5169,0,0
,244788,5673.461731,0,1332758.091,0,0
,244789,0,0,1236559.389,0,0
,244784,0,0,494871.8178,0,0
,244799,0,0,472692.504,0,0
,244752,0,0,1357700.738,0,0
,244169,0,0,1085007.144,0,0
,244177,0,0,628284.2177,0,0
,244171,1035.045084,0,581793.0574,0,0
,244157,0,0,693718.1507,0,0
,244173,0,0,803773.421,0,0
,244176,0,0,693724.3781,0,0
,244181,0,0,931757.973,0,0
,244182,0,0,649749.0999,0,0
,244156,76.19497932,0,1031145.895,0,0
,244154,0,0,510677.6793,0,0
,244155,0,0,539502.5536,0,0
,244199,233576.3224,0,393394.2357,0,0
,244195,0,0,227031.1407,0,0
,244204,7285.787354,0,791777.7475,0,0
,244202,24251.77914,0,820847.0516,0,0
,244203,1120.653419,0,417503.5665,0,0
,244228,0,0,648505.1221,0,0
,244229,1619.035461,0,961195.7813,0,0
,244221,25.39105392,0,202401.7111,0,0
,244218,104037.5468,0,337684.8486,0,0
,244224,13131.53662,0,269739.8635,0,0
,244876,0,0,970550.1877,0,0
,244858,0,0,592551.8668,0,0
,244857,0,0,663452.0225,0,0
,244856,0,0,564154.7142,0,0
,244855,0,0,660510.1852,0,0
,244773,0,0,541173.598,0,0
,244761,0,0,368663.0889,0,0
,244762,0,0,184871.8448,0,0
,244764,2430.092468,0,498405.5935,0,0
,244765,15390.16034,0,1099798.687,0,0
,244165,177.8623813,0,666692.7626,0,0
,244161,0,0,827692.5213,0,0
,244164,0,0,190737.9824,0,0
,244769,0,0,1015321.802,0,0
,244131,0,0,677993.7108,0,0
,244126,1619.192749,0,758109.2867,0,0
,244134,0,0,376019.4295,0,0
,244139,0,0,714575.1284,0,0
,244138,0,0,626054.8119,0,0
,244145,0,0,644036.4039,0,0
,244144,1619.173401,0,545442.1303,0,0
,244150,0,0,497307.1375,0,0
,244151,0,0,1222502.697,0,0
,244766,0,0,219857.6178,0,0
,244849,0,0,557703.5731,0,0
,244842,8104.790955,0,912714.8699,0,0
,244791,1884.317018,0,1020988.044,0,0
,244778,0,0,1020896.716,0,0
,244817,0,0,756409.6678,0,0
,244843,0,0,507163.6185,0,0
,244860,0,0,440036.2631,0,0
,244861,0,0,684254.1077,0,0
,244819,0,0,525704.3099,0,0
,244845,0,0,594549.1459,0,0
,244889,0,0,527517.5635,0,0
,244925,0,0,1135122.654,0,0
,244971,6493.574036,0,700561.6962,0,0
,244981,2581.936216,0,707747.5348,0,0
,244982,2435.688416,0,1298993.008,0,0
,244974,2397.086293,0,1014172.535,0,0
,244978,0,0,429165.6901,0,0
,244874,0,0,745901.2985,0,0
,244866,0,0,373215.0018,0,0
,244868,0,0,1064240.838,0,0
,244986,0,0,803544.8748,0,0
,244970,0,0,543093.1118,0,0
,245068,506.292981,0,1115154.731,0,0
,245058,0,0,670597.2152,0,0
,245057,1623.656738,0,428010.7132,0,0
,245065,0,0,669344.2048,0,0
,244918,72182.18924,0,736497.0643,0,0
,244910,0,0,802932.0293,0,0
,244745,0,0,831239.4957,0,0
,244999,0,0,475963.2766,0,0
,245000,0,0,297170.5359,0,0
,245023,0,0,374951.2589,0,0
,245024,1623.445435,0,728770.388,0,0
,244606,7564.819248,0,495053.78,0,0
,245123,14514.05801,0,552085.8477,0,0
,245119,7302.896729,0,862149.6001,0,0
,245120,811.4430542,0,567556.1966,0,0
,245156,0,0,368197.2084,0,0
,244500,0,0,192277.1059,0,0
,244534,0,0,333938.0612,0,0
,244549,0,0,174446.9306,0,0
,244636,0,0,382427.4781,0,0
,244643,4051.558594,0,361392.1516,0,0
,244695,0,0,162193.071,0,0
,244315,105768.2626,0,208401.4391,0,0
,244311,0,0,238689.4169,0,0
,244705,0,0,279343.5229,0,0
,244187,0,0,277544.2329,0,0
,244172,6127.744171,0,351501.9787,0,0
,244223,66769.03416,0,273564.6915,0,0
,244125,0,0,333358.4478,0,0
,244128,0,0,277586.2507,0,0
,244149,9714.981995,0,123055.4511,0,0
,244812,0,0,117088.0468,0,0
,245055,0,0,214537.5201,0,0
,244676,0,0,951593.5159,14.08872453,281.7744907
,244962,8115.951965,0,3328883.486,1095.375619,21907.51238
,244373,21063.89856,0,1663786.251,1165.864202,23317.28405
,244429,29532.47069,0,908726.6917,2736.782713,54735.65426
,244917,111681.8901,0,3894151.15,4652.722223,93054.44446
,244487,515604.8643,0,9526588.713,6040.605653,120812.1131
,244811,0,0,1407128.5,13655.65341,273113.0682
,244545,4867.767517,0,3506130.898,17497.98902,349959.7803
,244292,25919.39856,0,3170574.291,25797.06195,515941.2389
,244329,0,0,692032.8588,35212.29385,704245.877
,244419,4965.351416,0,4829959.624,36113.13085,722262.6169
,244462,39943.6525,0,5096818.703,41146.56204,822931.2409
,244870,0,0,1124904.587,44794.80595,895896.119
,245167,0,0,1015521.843,56864.18162,1137283.632
,244335,810.0837402,0,2657335.317,66989.81697,1339796.339
,244597,24333.5824,0,2562136.165,115293.9386,2305878.773
,245161,0,0,841110.0614,124536.1146,2490722.291
,244244,0,0,360905.7076,151857.396,3037147.921
,244190,104760.7884,0,4322809.874,159261.1715,3185223.43
,244493,1.14E+07,0,2.10E+07,171447.2982,3428945.963
,244795,0,0,1716769.519,180240.5531,3604811.063
,244506,71344.78204,0,6776298.097,191600.5954,3832011.909
,244473,1109546.39,0,4944448.936,198751.8673,3975037.346
,244504,2431.733582,0,1671997.526,203350.8085,4067016.17
,244372,594.1685968,0,2136851.454,216072.2284,4321444.568
,244796,0,0,915308.2483,237361.0533,4747221.066
,244489,154516.9176,0,6370190.99,240729.684,4814593.679
,244674,0,0,1449720.366,303633.3136,6072666.272
,244610,7301.118103,0,6247716.518,304686.6385,6093732.771
,244961,0,0,2093176.409,367077.5097,7341550.194
,244470,6319.292611,0,6305380.553,373776.7377,7475534.754
,244547,811.2872925,0,4559360.327,412115.0335,8242300.67
,244497,9715155.958,0,1.61E+07,425457.5182,8509150.365
,244392,0,0,2123859.855,425924.6911,8518493.822
,244966,70603.64966,0,7810377.579,426444.0427,8528880.854
,244435,19073.59297,0,6770896.767,429283.9551,8585679.102
,244973,0,0,2864417.802,447881.1724,8957623.449
,244519,135708.1429,0,7204363.22,457521.4795,9150429.59
,244516,26746.00616,0,1312048.502,538631.5438,10772630.88
,244393,810.0748901,0,6044187.978,569651.0581,11393021.16
,244330,14016.90494,0,2058923.641,616001.5103,12320030.21
,244380,151821.4663,0,5557729.742,1063544.247,21270884.94